0,1445.2735808766654,5488.411109368388,-4856.349215328071,
17.32114167621284,1451.785574897846,5400.462171231361,-4952.3645973005705,
34.6430473440259,1457.8816911588206,5310.958210162328,-5046.966596940515,
51.96633533647919,1463.5603431204324,5219.921494417422,-5140.131268405653,
69.29162379435874,1468.8200262304322,5127.374602940403,-5231.834941774903,
86.61953057693289,1473.6593181333571,5033.340423795815,-5322.054225308835,
103.9506731724938,1478.0768788984687,4937.842152654522,-5410.766007781473,
121.28566860864856,1482.0714512658774,4840.903291327767,-5497.947460886726,
138.62513336229998,1485.6418609109712,4742.547646345836,-5583.576041722729,
155.9696832692602,1488.7870167272295,4642.799327577262,-5667.629495357198,
173.3199334334403,1491.505911127468,4541.682746884436,-5750.085857476825,
190.676498135557,1493.7976203635287,4439.2226168113375,-5830.923457123604,
208.03999074130186,1495.6613048644097,4335.443949299076,-5910.120919520877,
225.4110236089148,1497.0962095927755,4230.3720544247435,-5987.657168991766,
242.79020799610805,1498.1016644197848,4124.0325391590495,-6063.51143197251,
260.17815396628373,1498.6770845181115,4016.451306138088,-6137.66324012313,
277.57547029399086,1498.8219707730227,3907.65455244448,-6210.092433537705,
294.9827643695686,1498.5359102113355,3797.6687683930654,-6280.779164056394,
312.40064210292076,1497.8185764480472,3686.5207363162112,-6349.703898681256,
329.82970782637216,1496.6697301503852,3574.237529343724,-6416.847423097679,
347.27056419654934,1495.0892195190156,3460.846510172251,-6482.190845303248,
364.72381209524286,1493.0769807860854,3346.375329818997,-6545.7155993455535,
382.1900505291925,1490.633038729763,3230.8519263544654,-6607.403449170458,
399.669876528754,1487.7575072048915,3114.3045236088788,-6667.2364925820775,
417.1638850453943,1484.450589689344,2996.7616298468574,-6725.1971653156525,
434.6726688479703,1480.7125798456284,2878.252036404813,-6781.26824522426,
452.19681841774656,1476.5438620972589,2758.804816285525,-6835.432856580243,
469.7369218421046,1471.9449122193657,2638.449322704186,-6887.67447449197,
487.2935647069039,1466.9162979429984,2517.2151875802538,-6937.97692943647,
504.86732998745055,1461.4586795725147,2395.1323199692733,-6986.3244119082365,
522.4587979380336,1455.5728106154309,2272.2309044288404,-7032.7014771843715,
540.0685459799922,1449.259538424067,2148.5413993128054,-7077.093050206032,
557.6971485882722,1442.5198048482773,2024.0945349877288,-7119.484430575979,
575.3451771764404,1435.354646898526,1898.9213119655828,-7159.861297671838,
593.0131999801216,1427.7651974185223,1773.0529989466422,-7198.209715874473,
610.7017819388235,1419.7526857666076,1646.5211307664244,-7234.516139910719,
628.411484576124,1411.3184385050206,1519.3575062405673,-7268.7674203094675,
646.1428658781873,1402.4638800961607,1391.5941859014192,-7300.950808969972,
663.8964801705864,1393.190533604903,1263.263489620142,-7331.053964840926,
681.6728779934057,1383.5000214060017,1134.3979941080793,-7359.0649597088095,
