
1520, [2615.74416095 7950.77244577]
1530, [2550.11668558 7972.06402947]
1540, [2484.31593231 7992.8139193 ]
1550, [2418.34637222 8013.02070532]
1560, [2352.2124879  8032.68301452]
1570, [2285.91877306 8051.79951085]
1580, [2219.4697323  8070.36889537]
1590, [2152.86988076 8088.38990631]
1600, [2086.12374385 8105.86131915]
1610, [2019.2358569  8122.78194674]
1620, [1952.21076486 8139.15063932]
1630, [1885.05302203 8154.96628467]
1640, [1817.76719172 8170.22780813]
1650, [1750.35784592 8184.93417269]
1660, [1682.82956504 8199.08437906]
1670, [1615.18693756 8212.67746577]
1680, [1547.43455972 8225.71250916]
1690, [1479.57703523 8238.18862353]
1700, [1411.61897494 8250.10496112]
1710, [1343.56499655 8261.46071225]
1720, [1275.41972424 8272.25510529]
1730, [1207.18778842 8282.48740678]
1740, [1138.87382538 8292.15692144]
1750, [1070.482477   8301.26299225]
1760, [1002.01839039 8309.80500044]
1770, [ 933.48621762 8317.7823656 ]
1780, [ 864.89061539 8325.19454568]
1790, [ 796.23624469 8332.04103702]
1800, [ 727.52777053 8338.32137442]
1810, [ 658.76986158 8344.03513113]
1820, [ 589.96718986 8349.1819189 ]
1830, [ 521.12443046 8353.76138802]
1840, [ 452.24626117 8357.77322732]
1850, [ 383.3373622  8361.21716419]
1860, [ 314.40241583 8364.09296463]
1870, [ 245.44610612 8366.40043322]
1880, [ 176.4731186  8368.13941318]
1890, [ 107.4881399  8369.30978634]
1900, [  38.49585749 8369.91147319]
1910, [ -30.49904068 8369.94443282]
1920, [ -99.49186646 8369.40866301]
1930, [-168.47793188 8368.30420016]
1940, [-237.45254938 8366.63111932]
1950, [-306.41103222 8364.38953417]
1960, [-375.34869473 8361.57959702]
1970, [-444.26085267 8358.20149881]
1980, [-513.14282352 8354.25546908]
1990, [-581.98992683 8349.74177595]
2000, [-650.79748449 8344.66072613]
2010, [-719.56082111 8339.01266486]
2020, [-788.27526429 8332.79797593]
2030, [-856.93614494 8326.01708162]
2040, [-925.53879763 8318.67044269]
2050, [-994.07856087 8310.75855833]
2060, [-1062.55077745  8302.28196614]
2070, [-1130.95079476  8293.24124211]
2080, [-1199.27396509  8283.63700054]
2090, [-1267.51564593  8273.46989402]
2100, [-1335.67120034  8262.74061341]
2110, [-1403.73599722  8251.44988775]
2120, [-1471.70541162  8239.59848424]
2130, [-1539.57482509  8227.18720815]
2140, [-1607.33962598  8214.21690283]
2150, [-1674.99520973  8200.6884496 ]
2160, [-1742.53697921  8186.6027677 ]
2170, [-1809.96034502  8171.96081424]
2180, [-1877.26072583  8156.76358412]
2190, [-1944.43354862  8141.01210999]
2200, [-2011.47424908  8124.70746214]
2210, [-2078.37827185  8107.85074845]
2220, [-2145.14107087  8090.44311432]
2230, [-2211.75810968  8072.48574259]
2240, [-2278.22486171  8053.97985343]
2250, [-2344.53681062  8034.92670431]
2260, [-2410.68945057  8015.32758987]
2270, [-2476.67828656  7995.18384184]
2280, [-2542.4988347   7974.49682899]
2290, [-2608.14662257  7953.26795696]
2300, [-2673.61718945  7931.49866824]
2310, [-2738.90608669  7909.19044203]
2320, [-2804.00887797  7886.34479415]
2330, [-2868.92113962  7862.96327695]
2340, [-2933.63846092  7839.04747917]
2350, [-2998.15644438  7814.59902586]
2360, [-3062.47070608  7789.61957828]
2370, [-3126.57687593  7764.11083376]
2380, [-3190.47059796  7738.07452559]
2390, [-3254.14753068  7711.5124229 ]
2400, [-3317.60334729  7684.42633057]
2410, [-3380.83373604  7656.81808908]
2420, [-3443.83440048  7628.68957437]
2430, [-3506.60105977  7600.04269775]
2440, [-3569.12944899  7570.87940574]
2450, [-3631.4153194   7541.20167997]
2460, [-3693.45443873  7511.01153701]
2470, [-3755.24259148  7480.31102823]
2480, [-3816.77557921  7449.10223973]
2490, [-3878.04922082  7417.38729209]
2500, [-3939.05935282  7385.16834033]
2510, [-3999.80182963  7352.44757368]
2520, [-4060.27252386  7319.22721549]
2530, [-4120.46732659  7285.50952305]
2540, [-4180.38214765  7251.29678745]
2550, [-4240.01291587  7216.5913334 ]
2560, [-4299.3555794   7181.39551911]
2570, [-4358.40610598  7145.71173609]
2580, [-4417.16048318  7109.54240903]
2590, [-4475.61471869  7072.8899956 ]
2600, [-4533.7648406   7035.75698629]
2610, [-4591.60689768  6998.14590425]
2620, [-4649.13695961  6960.05930512]
2630, [-4706.35111729  6921.49977684]
2640, [-4763.24548306  6882.4699395 ]
2650, [-4819.81619101  6842.97244514]
2660, [-4876.05939722  6803.00997756]
2670, [-4931.97128001  6762.58525219]
2680, [-4987.54804024  6721.70101584]
2690, [-5042.78590151  6680.36004655]
2700, [-5097.68111047  6638.56515341]
2710, [-5152.22993703  6596.31917632]
2720, [-5206.42867467  6553.62498588]
2730, [-5260.27364063  6510.4854831 ]
2740, [-5313.7611762   6466.90359927]
2750, [-5366.88764695  6422.88229574]
2760, [-5419.649443    6378.42456371]
2770, [-5472.04297923  6333.53342404]
2780, [-5524.06469555  6288.21192704]
2790, [-5575.71105714  6242.46315226]
2800, [-5626.97855467  6196.29020828]
2810, [-5677.86370458  6149.69623251]
2820, [-5728.36304927  6102.68439097]
2830, [-5778.47315735  6055.25787805]
2840, [-5828.1906239   6007.41991636]
2850, [-5877.51207066  5959.17375642]
2860, [-5926.43414629  5910.52267652]
2870, [-5974.95352658  5861.46998245]
2880, [-6023.06691469  5812.01900729]
2890, [-6070.77104136  5762.17311119]
2900, [-6118.06266514  5711.93568113]
2910, [-6164.93857262  5661.31013069]
2920, [-6211.39557862  5610.29989982]
2930, [-6257.43052643  5558.90845463]
2940, [-6303.04028803  5507.1392871 ]
2950, [-6348.22176427  5454.99591491]
2960, [-6392.97188513  5402.48188114]
2970, [-6437.28760986  5349.60075407]
2980, [-6481.16592728  5296.35612692]
2990, [-6524.60385587  5242.75161761]
3000, [-6567.5984441   5188.79086851]
3010, [-6610.1467705  5134.4775462]
3020, [-6652.24594396  5079.81534123]
3030, [-6693.8931039   5024.80796783]
3040, [-6735.08542042  4969.4591637 ]
3050, [-6775.82009455  4913.77268973]
3060, [-6816.0943584   4857.75232977]
3070, [-6855.90547539  4801.40189034]
3080, [-6895.25074038  4744.7252004 ]
3090, [-6934.1274799   4687.72611108]
3100, [-6972.53305232  4630.40849541]
3110, [-7010.46484801  4572.77624805]
3120, [-7047.92028956  4514.83328508]
3130, [-7084.89683189  4456.58354365]
3140, [-7121.39196248  4398.03098178]
3150, [-7157.40320154  4339.17957805]
3160, [-7192.92810213  4280.03333136]
3170, [-7227.96425037  4220.59626064]
3180, [-7262.50926559  4160.87240458]
3190, [-7296.56080049  4100.86582135]
3200, [-7330.1165413   4040.58058835]
3210, [-7363.17420794  3980.0208019 ]
3220, [-7395.73155418  3919.19057696]
3230, [-7427.78636777  3858.09404691]
3240, [-7459.33647062  3796.73536318]
3250, [-7490.37971895  3735.11869504]
3260, [-7520.91400337  3673.24822927]
3270, [-7550.93724913  3611.12816993]
3280, [-7580.44741618  3548.76273799]
3290, [-7609.44249932  3486.15617114]
3300, [-7637.92052837  3423.31272342]
3310, [-7665.87956827  3360.23666499]
3320, [-7693.31771924  3296.93228181]
3330, [-7720.23311688  3233.40387533]
3340, [-7746.62393232  3169.65576226]
3350, [-7772.48837232  3105.69227422]
3360, [-7797.82467943  3041.51775746]
3370, [-7822.63113206  2977.13657258]
3380, [-7846.90604464  2912.55309421]
3390, [-7870.64776772  2847.77171073]
3400, [-7893.85468807  2782.79682399]
3410, [-7916.5252288   2717.63284896]
3420, [-7938.65784948  2652.28421346]
3430, [-7960.2510462   2586.75535787]
3440, [-7981.30335174  2521.05073482]
3450, [-8001.81333561  2455.17480886]
3460, [-8021.77960418  2389.1320562 ]
3470, [-8041.20080076  2322.92696438]
3480, [-8060.0756057   2256.56403197]
3490, [-8078.40273647  2190.04776827]
3500, [-8096.18094777  2123.38269299]
3510, [-8113.40903159  2056.57333596]
3520, [-8130.08581728  1989.6242368 ]
3530, [-8146.21017169  1922.53994464]
3540, [-8161.78099917  1855.32501779]
3550, [-8176.7972417   1787.98402345]
3560, [-8191.25787895  1720.52153736]
3570, [-8205.16192833  1652.94214353]
3580, [-8218.50844507  1585.25043392]
3590, [-8231.2965223   1517.45100811]
3600, [-8243.52529106  1449.548473  ]
3610, [-8255.19392044  1381.54744251]
3620, [-8266.30161756  1313.45253724]
3630, [-8276.84762765  1245.26838416]
3640, [-8286.83123414  1176.99961634]
3650, [-8296.25175864  1108.65087255]
3660, [-8305.10856104  1040.22679703]
3670, [-8313.40103953   971.73203913]
3680, [-8321.12863065   903.171253  ]
3690, [-8328.2908093    834.54909727]
3700, [-8334.88708883   765.87023476]
3710, [-8340.91702102   697.13933213]
3720, [-8346.38019616   628.36105957]
3730, [-8351.27624301   559.54009049]
3740, [-8355.60482891   490.68110122]
3750, [-8359.36565972   421.78877065]
3760, [-8362.55847991   352.86777996]
3770, [-8365.18307251   283.92281224]
3780, [-8367.23925921   214.95855226]
3790, [-8368.72690027   145.97968605]
3800, [-8369.64589461    76.99090066]
3810, [-8.36999618e+03  7.99688382e+00]
3820, [-8369.77773202   -60.99767639]
3830, [-8368.99056613  -129.98809188]
3840, [-8367.63473561  -198.96967481]
3850, [-8365.71033258  -267.93773794]
3860, [-8363.21748781  -336.88759497]
3870, [-8360.15637068  -405.81456082]
3880, [-8356.5271892   -474.71395197]
3890, [-8352.33018996  -543.58108678]
3900, [-8347.56565814  -612.41128579]
3910, [-8342.2339175   -681.19987206]
3920, [-8336.33533031  -749.94217147]
3930, [-8329.87029739  -818.63351306]
3940, [-8322.83925801  -887.2692293 ]
3950, [-8315.24268994  -955.84465648]
3960, [-8307.08110936 -1024.35513496]
3970, [-8298.35507083 -1092.79600952]
3980, [-8289.06516728 -1161.16262968]
3990, [-8279.21202995 -1229.45034998]
4000, [-8268.79632836 -1297.65453035]
4010, [-8257.81877023 -1365.77053637]
4020, [-8246.28010149 -1433.79373964]
4030, [-8234.18110616 -1501.71951804]
4040, [-8221.52260638 -1569.54325609]
4050, [-8208.30546227 -1637.26034523]
4060, [-8194.53057192 -1704.86618414]
4070, [-8180.19887133 -1772.35617908]
4080, [-8165.31133431 -1839.72574417]
4090, [-8149.86897246 -1906.97030172]
4100, [-8133.87283508 -1974.08528253]
4110, [-8117.32400909 -2041.06612619]
4120, [-8100.22361896 -2107.90828142]
4130, [-8082.57282664 -2174.60720638]
4140, [-8064.3728315  -2241.15836892]
4150, [-8045.6248702  -2307.55724697]
4160, [-8026.33021665 -2373.79932879]
4170, [-8006.49018189 -2439.88011329]
4180, [-7986.10611405 -2505.79511035]
4190, [-7965.1793982  -2571.53984112]
4200, [-7943.71145629 -2637.10983829]
4210, [-7921.70374704 -2702.50064646]
4220, [-7899.15776586 -2767.70782238]
4230, [-7876.07504472 -2832.72693529]
4240, [-7852.45715207 -2897.55356722]
4250, [-7828.30569273 -2962.18331324]
4260, [-7803.62230775 -3026.61178183]
4270, [-7778.40867436 -3090.83459515]
4280, [-7752.6665058  -3154.84738932]
4290, [-7726.39755121 -3218.64581472]
4300, [-7699.60359555 -3282.22553633]
4310, [-7672.28645945 -3345.58223396]
4320, [-7644.44799907 -3408.71160258]
4330, [-7616.090106   -3471.60935262]
4340, [-7587.21470715 -3534.27121024]
4350, [-7557.82376457 -3596.69291763]
4360, [-7527.91927533 -3658.87023329]
4370, [-7497.50327143 -3720.79893234]
4380, [-7466.57781959 -3782.47480678]
4390, [-7435.14502118 -3843.8936658 ]
4400, [-7403.20701202 -3905.05133605]
4410, [-7370.76596226 -3965.94366192]
4420, [-7337.82407625 -4026.56650584]
4430, [-7304.38359235 -4086.91574855]
4440, [-7270.44678281 -4146.98728938]
4450, [-7236.0159536  -4206.77704653]
4460, [-7201.09344427 -4266.28095733]
4470, [-7165.68162776 -4325.49497857]
4480, [-7129.78291027 -4384.4150867 ]
4490, [-7093.39973108 -4443.03727816]
4500, [-7056.5345624  -4501.35756963]
4510, [-7019.18990918 -4559.37199831]
4520, [-6981.36830894 -4617.07662217]
4530, [-6943.07233163 -4674.46752024]
4540, [-6904.30457943 -4731.54079286]
4550, [-6865.06768655 -4788.29256197]
4560, [-6825.36431912 -4844.71897134]
4570, [-6785.19717494 -4900.81618684]
4580, [-6744.56898332 -4956.58039673]
4590, [-6703.4825049  -5012.00781189]
4600, [-6661.94053149 -5067.09466607]
4610, [-6619.9458858  -5121.83721619]
4620, [-6577.50142133 -5176.23174253]
4630, [-6534.61002216 -5230.27454904]
4640, [-6491.27460269 -5283.96196357]
4650, [-6447.49810754 -5337.29033811]
4660, [-6403.28351126 -5390.25604906]
4670, [-6358.63381821 -5442.85549743]
4680, [-6313.55206228 -5495.08510916]
4690, [-6268.04130673 -5546.94133529]
4700, [-6222.10464397 -5598.42065225]
4710, [-6175.74519536 -5649.51956205]
4720, [-6128.96611097 -5700.2345926 ]
4730, [-6081.77056939 -5750.56229784]
4740, [-6034.16177752 -5800.49925806]
4750, [-5986.14297033 -5850.04208009]
4760, [-5937.71741064 -5899.18739755]
4770, [-5888.88838893 -5947.93187106]
4780, [-5839.65922307 -5996.27218848]
4790, [-5790.03325815 -6044.20506514]
4800, [-5740.0138662  -6091.72724405]
4810, [-5689.60444598 -6138.83549611]
4820, [-5638.80842276 -6185.52662038]
4830, [-5587.6292481  -6231.79744422]
4840, [-5536.07039955 -6277.6448236 ]
4850, [-5484.13538049 -6323.06564322]
4860, [-5431.82771986 -6368.05681678]
4870, [-5379.15097191 -6412.61528718]
4880, [-5326.10871597 -6456.73802672]
4890, [-5272.70455621 -6500.42203729]
4900, [-5218.94212139 -6543.66435062]
4910, [-5164.82506462 -6586.46202843]
4920, [-5110.35706309 -6628.81216265]
4930, [-5055.54181786 -6670.71187565]
4940, [-5000.38305356 -6712.15832037]
4950, [-4944.88451817 -6753.14868057]
4960, [-4889.04998278 -6793.680171  ]
4970, [-4832.88324127 -6833.75003759]
4980, [-4776.38811013 -6873.35555761]
4990, [-4719.56842814 -6912.49403993]
5000, [-4662.42805615 -6951.16282511]
5010, [-4604.97087678 -6989.35928566]
5020, [-4547.20079419 -7027.08082615]
5030, [-4489.12173381 -7064.32488346]
5040, [-4430.73764205 -7101.08892687]
5050, [-4372.05248604 -7137.37045832]
5060, [-4313.0702534 -7173.1670125]
5070, [-4253.79495189 -7208.47615708]
5080, [-4194.23060923 -7243.29549284]
5090, [-4134.38127275 -7277.62265383]
5100, [-4074.25100915 -7311.45530756]
5110, [-4013.84390422 -7344.79115514]
5120, [-3953.16406257 -7377.62793142]
5130, [-3892.21560733 -7409.96340518]
5140, [-3831.00267989 -7441.79537925]
5150, [-3769.52943961 -7473.1216907 ]
5160, [-3707.80006353 -7503.94021091]
5170, [-3645.8187461  -7534.24884581]
5180, [-3583.5896989  -7564.04553595]
5190, [-3521.11715032 -7593.32825668]
5200, [-3458.40534531 -7622.09501827]
5210, [-3395.45854508 -7650.34386604]
5220, [-3332.28102681 -7678.07288051]
5230, [-3268.87708333 -7705.28017752]
5240, [-3205.25102289 -7731.96390837]
5250, [-3141.40716881 -7758.12225991]
5260, [-3077.34985922 -7783.75345473]
5270, [-3013.08344675 -7808.85575119]
5280, [-2948.61229824 -7833.42744363]
5290, [-2883.94079445 -7857.46686243]
5300, [-2819.07332972 -7880.97237412]
5310, [-2754.01431176 -7903.94238154]
5320, [-2688.76816124 -7926.37532388]
5330, [-2623.33931159 -7948.26967687]
5340, [-2557.73220863 -7969.62395279]
5350, [-2491.9513103  -7990.43670065]
5360, [-2426.00108633 -8010.70650624]
5370, [-2359.886018   -8030.43199224]
5380, [-2293.61059774 -8049.61181834]
5390, [-2227.17932891 -8068.24468127]
5400, [-2160.59672545 -8086.32931496]
5410, [-2093.86731158 -8103.86449057]
5420, [-2026.99562149 -8120.8490166 ]
5430, [-1959.98619906 -8137.28173898]
5440, [-1892.84359751 -8153.16154111]
5450, [-1825.5723791  -8168.48734397]
5460, [-1758.17711486 -8183.25810621]
5470, [-1690.66238422 -8197.47282414]
5480, [-1623.03277474 -8211.13053191]
5490, [-1555.2928818  -8224.23030148]
5500, [-1487.44730824 -8236.77124274]
5510, [-1419.5006641  -8248.75250354]
5520, [-1351.4575663  -8260.17326976]
5530, [-1283.3226383  -8271.03276538]
5540, [-1215.10050979 -8281.33025251]
5550, [-1146.7958164  -8291.06503143]
5560, [-1078.41319938 -8300.23644069]
5570, [-1009.95730524 -8308.8438571 ]
5580, [ -941.4327855  -8316.88669578]
5590, [ -872.84429634 -8324.36441023]
5600, [ -804.19649827 -8331.27649236]
5610, [ -735.49405584 -8337.62247249]
5620, [ -666.74163732 -8343.40191943]
5630, [ -597.94391436 -8348.61444045]
5640, [ -529.10556171 -8353.25968138]
5650, [ -460.23125686 -8357.33732658]
5660, [ -391.32567975 -8360.84709897]
5670, [ -322.39351244 -8363.78876007]
5680, [ -253.43943882 -8366.16211   ]
5690, [ -184.46814423 -8367.96698749]
5700, [ -115.48431522 -8369.2032699 ]
5710, [  -46.49263916 -8369.87087323]
5720, [   22.50219602 -8369.96975211]
5730, [   91.4955022  -8369.49989982]
5740, [  160.48259136 -8368.46134829]
5750, [  229.45877588 -8366.8541681 ]
5760, [  298.4193689  -8364.67846843]
5770, [  367.35968463 -8361.93439714]
5780, [  436.27503862 -8358.62214068]
5790, [  505.16074816 -8354.74192411]
5800, [  574.01213253 -8350.29401109]
5810, [  642.82451334 -8345.27870386]
5820, [  711.59321486 -8339.69634319]
5830, [  780.31356432 -8333.5473084 ]
5840, [  848.98089225 -8326.83201732]
5850, [  917.59053277 -8319.55092623]
5860, [  986.13782392 -8311.70452989]
5870, [ 1054.61810798 -8303.29336145]
5880, [ 1123.02673178 -8294.31799244]
5890, [ 1191.35904702 -8284.77903272]
5900, [ 1259.6104106  -8274.67713047]
5910, [ 1327.7761849  -8264.01297209]
5920, [ 1395.85173811 -8252.7872822 ]
5930, [ 1463.83244459 -8241.00082358]
5940, [ 1531.71368509 -8228.6543971 ]
5950, [ 1599.49084717 -8215.7488417 ]
5960, [ 1667.15932542 -8202.28503429]
5970, [ 1734.71452185 -8188.26388972]
5980, [ 1802.15184614 -8173.68636072]
5990, [ 1869.466716   -8158.55343782]
6000, [ 1936.65455744 -8142.86614928]
6010, [ 2003.71080512 -8126.62556105]
6020, [ 2070.63090263 -8109.83277664]
6030, [ 2137.41030282 -8092.48893712]
6040, [ 2204.0444681  -8074.59522098]
6050, [ 2270.52887073 -8056.15284408]
6060, [ 2336.85899318 -8037.16305956]
6070, [ 2403.03032836 -8017.62715777]
6080, [ 2469.03838002 -7997.54646614]
6090, [ 2534.87866295 -7976.92234913]
6100, [ 2600.54670339 -7955.75620815]
6110, [ 2666.03803925 -7934.0494814 ]
6120, [ 2731.34822047 -7911.80364383]
6130, [ 2796.47280927 -7889.02020703]
6140, [ 2861.40738052 -7865.70071912]
6150, [ 2926.14752196 -7841.84676462]
6160, [ 2990.68883457 -7817.45996439]
6170, [ 3055.02693284 -7792.54197548]
6180, [ 3119.15744504 -7767.09449106]
6190, [ 3183.07601359 -7741.11924025]
6200, [ 3246.77829526 -7714.61798804]
6210, [ 3310.25996157 -7687.59253517]
6220, [ 3373.51669898 -7660.044718  ]
6230, [ 3436.54420927 -7631.97640836]
6240, [ 3499.33820978 -7603.38951347]
6250, [ 3561.89443372 -7574.28597579]
6260, [ 3624.20863046 -7544.66777287]
6270, [ 3686.2765658  -7514.53691723]
6280, [ 3748.0940223  -7483.89545625]
6290, [ 3809.65679952 -7452.74547197]
6300, [ 3870.96071432 -7421.089081  ]
6310, [ 3932.00160118 -7388.92843438]
6320, [ 3992.77531241 -7356.26571737]
6330, [ 4053.27771851 -7323.10314939]
6340, [ 4113.5047084  -7289.44298379]
6350, [ 4173.45218972 -7255.28750775]
6360, [ 4233.11608908 -7220.6390421 ]
6370, [ 4292.4923524  -7185.49994118]
6380, [ 4351.5769451  -7149.87259263]
6390, [ 4410.36585246 -7113.75941732]
6400, [ 4468.85507981 -7077.16286909]
6410, [ 4527.04065289 -7040.08543464]
6420, [ 4584.91861803 -7002.52963336]
6430, [ 4642.48504249 -6964.49801711]
6440, [ 4699.73601468 -6925.9931701 ]
6450, [ 4756.66764446 -6887.01770872]
6460, [ 4813.27606337 -6847.57428129]
6470, [ 4869.55742494 -6807.66556796]
6480, [ 4925.5079049  -6767.29428049]
6490, [ 4981.12370146 -6726.46316207]
6500, [ 5036.4010356  -6685.17498713]
6510, [ 5091.33615127 -6643.43256117]
6520, [ 5145.92531568 -6601.23872053]
6530, [ 5200.16481956 -6558.59633225]
6540, [ 5254.05097739 -6515.50829383]
6550, [ 5307.58012764 -6471.97753308]
6560, [ 5360.74863308 -6428.00700785]
6570, [ 5413.55288095 -6383.5997059 ]
6580, [ 5465.98928326 -6338.75864467]
6590, [ 5518.054277   -6293.48687105]
6600, [ 5569.74432441 -6247.78746123]
6610, [ 5621.0559132  -6201.66352043]
6620, [ 5671.9855568  -6155.11818273]
6630, [ 5722.5297946  -6108.15461084]
6640, [ 5772.68519216 -6060.77599588]
6650, [ 5822.44834146 -6012.98555719]
6660, [ 5871.81586117 -5964.78654208]
6670, [ 5920.78439679 -5916.18222562]
6680, [ 5969.35062097 -5867.17591043]
6690, [ 6017.51123368 -5817.77092645]
6700, [ 6065.26296245 -5767.97063068]
6710, [ 6112.6025626  -5717.77840701]
6720, [ 6159.52681746 -5667.19766596]
6730, [ 6206.03253856 -5616.23184443]
6740, [ 6252.11656589 -5564.8844055 ]
6750, [ 6297.77576808 -5513.15883818]
6760, [ 6343.00704264 -5461.05865717]
6770, [ 6387.80731614 -5408.58740263]
6780, [ 6432.17354445 -5355.74863992]
6790, [ 6476.10271294 -5302.54595939]
6800, [ 6519.59183665 -5248.98297611]
6810, [ 6562.63796055 -5195.06332962]
6820, [ 6605.23815968 -5140.79068373]
6830, [ 6647.38953942 -5086.16872619]
6840, [ 6689.08923561 -5031.20116851]
6850, [ 6730.33441481 -4975.89174569]
6860, [ 6771.12227444 -4920.24421595]
6870, [ 6811.45004301 -4864.26236049]
6880, [ 6851.31498028 -4807.9499832 ]
6890, [ 6890.71437748 -4751.31091047]
6900, [ 6929.64555745 -4694.34899087]
6910, [ 6968.10587487 -4637.06809489]
